phase,request,target,targetWord,eventType,instrument,starttime,timestamp,duration,PID,condition,KL,grab,onebyone,count,group1,group2,group3,more,response,spontaneousCounting,right,logic,words,utterances,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,nonnumber,kidaction,actor,flag,flagged
GiveN,Can you put four fish on the plate?,4,four,trial,trialsubmit,1721249737928,1721249763378,25450,NA2,&,,,3,,3,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,clicktrial,1721249763389,1721249768383,4994,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249774753,6365,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249774927,6539,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249776899,8511,NA2,&,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249777775,9387,NA2,&,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249777940,9552,NA2,&,,2,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249778433,10045,NA2,&,,2,1,,2,1,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249768388,1721249782620,14232,NA2,&,,2,1,,2,1,,,3,,,,1,,,,,,,,,,,,,,,,,,,,
GiveN,Can you put two fish on the plate?,2,two,trial,trialsubmit,1721249768388,1721249795535,27147,NA2,&,,2,1,,2,1,,,3,,,,1,Said 4 fishes,,,,,,,,,,,,,,,,,,,
GiveN,Can you put one fish on the plate?,1,one,auto,accumulator,1721249795540,1721249797404,1864,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put one fish on the plate?,1,one,auto,accumulator,1721249795540,1721249797762,2222,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put one fish on the plate?,1,one,trial,trialsubmit,1721249795540,1721249799473,3933,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249799481,1721249804813,5332,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249799481,1721249804941,5460,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249799481,1721249805496,6015,NA2,&,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,auto,accumulator,1721249799481,1721249805625,6144,NA2,&,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put two fish on the plate?,2,two,trial,trialsubmit,1721249799481,1721249807618,8137,NA2,&,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,accumulator,1721249807626,1721249816820,9194,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,accumulator,1721249807626,1721249816963,9337,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,accumulator,1721249807626,1721249817104,9478,NA2,&,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,accumulator,1721249807626,1721249817482,9856,NA2,&,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,accumulator,1721249807626,1721249817652,10026,NA2,&,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,accumulator,1721249807626,1721249817817,10191,NA2,&,,3,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,active,save_button,1721249807626,1721249825325,17699,NA2,&,,3,,,3,,,,3,,,,,Said I got four,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,trial,trialsubmit,1721249807626,1721249826106,18480,NA2,&,,3,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,auto,accumulator,1721249826111,1721249830557,4446,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,auto,accumulator,1721249826111,1721249830699,4588,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,auto,accumulator,1721249826111,1721249830858,4747,NA2,&,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,auto,accumulator,1721249826111,1721249831306,5195,NA2,&,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,auto,accumulator,1721249826111,1721249831483,5372,NA2,&,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,auto,accumulator,1721249826111,1721249831640,5529,NA2,&,,3,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put four fish on the plate?,4,four,trial,trialsubmit,1721249826111,1721249832291,6180,NA2,&,,3,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
GiveN,Can you put three fish on the plate?,3,three,auto,clicktrial,1721249832297,1721249837189,4892,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... zo bananas?,3,zo,auto,clicktrial,1721249837193,1721249880292,43099,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... gi banana?,1,gi,auto,accumulator,1721249880297,1721249882137,1840,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... gi banana?,1,gi,auto,accumulator,1721249880297,1721249882661,2364,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... gi banana?,1,gi,auto,clicktrial,1721249880297,1721249885220,4923,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... zo bananas?,3,zo,auto,accumulator,1721249885223,1721249889828,4605,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... zo bananas?,3,zo,auto,accumulator,1721249885223,1721249890444,5221,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... zo bananas?,3,zo,active,save_button,1721249885223,1721249941633,56410,NA2,&,,1,,,1,,,,1,,,,,Said 100bananas,then said 4 then said 3,,,,,,,,,,,,,,,,true,,","
Train,Now its your turn to make... zo bananas?,3,zo,auto,clicktrial,1721249885223,1721249944830,59607,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... gi banana?,1,gi,auto,accumulator,1721249944833,1721249950397,5564,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... gi banana?,1,gi,auto,accumulator,1721249944833,1721249950712,5879,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Train,Now its your turn to make... gi banana?,1,gi,trial,trialsubmit,1721249944833,1721249960614,15781,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Train,How fast can you make... zo bananas?,3,zo,auto,clicktrial,1721249960618,1721250005383,44765,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250030568,25183,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250030691,25306,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250030917,25532,NA2,&,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250031095,25710,NA2,&,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250031301,25916,NA2,&,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250031611,26226,NA2,&,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250031970,26585,NA2,&,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250032094,26709,NA2,&,,6,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250032251,26866,NA2,&,,6,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250032394,27009,NA2,&,,6,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250032584,27199,NA2,&,,6,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250005385,1721250032743,27358,NA2,&,,6,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,trial,trialsubmit,1721250005385,1721250051933,46548,NA2,&,,6,,,6,,,,6,,,,,Say there’s 100 and then put all bananas,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,auto,clicktrial,1721250051936,1721250072106,20170,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250072109,1721250085335,13226,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250072109,1721250086069,13960,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,trial,trialsubmit,1721250072109,1721250090838,18729,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zogi bananas.,4,zogi,auto,clicktrial,1721250090842,1721250091803,961,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,auto,accumulator,1721250091806,1721250099321,7515,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,auto,accumulator,1721250091806,1721250099787,7981,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,trial,trialsubmit,1721250091806,1721250110290,18484,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250110292,1721250112158,1866,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,trial,trialsubmit,1721250110292,1721250113039,2747,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zogi bananas.,4,zogi,auto,clicktrial,1721250113042,1721250114886,1844,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250114889,1721250115887,998,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250114889,1721250116441,1552,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,trial,trialsubmit,1721250114889,1721250117240,2351,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zogi bananas.,4,zogi,auto,accumulator,1721250117244,1721250119470,2226,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zogi bananas.,4,zogi,auto,accumulator,1721250117244,1721250121510,4266,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zogi bananas.,4,zogi,trial,trialsubmit,1721250117244,1721250125972,8728,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,auto,clicktrial,1721250125975,1721250149072,23097,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250149075,1721250155524,6449,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250149075,1721250155821,6746,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,clicktrial,1721250149075,1721250157099,8024,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,auto,accumulator,1721250157100,1721250163593,6493,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,auto,accumulator,1721250157100,1721250164006,6906,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... zo bananas?,3,zo,trial,trialsubmit,1721250157100,1721250165689,8589,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250165692,1721250166290,598,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,auto,accumulator,1721250165692,1721250166539,847,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,How fast can you make... gi banana?,1,gi,trial,trialsubmit,1721250165692,1721250167357,1665,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Can you show me zogi bananas again?,4,zogi,auto,clicktrial,1721250167360,1721250203943,36583,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Can you show me zozo bananas again?,6,zozo,auto,clicktrial,1721250203945,1721250204697,752,NA2,&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,auto,accumulator,1721250204700,1721250207258,2558,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,auto,accumulator,1721250204700,1721250207590,2890,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number gi banana look like?""",1,gi,trial,trialsubmit,1721250204700,1721250208244,3544,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,auto,accumulator,1721250208247,1721250213861,5614,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,auto,accumulator,1721250208247,1721250214174,5927,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zo bananas look like?""",3,zo,trial,trialsubmit,1721250208247,1721250217726,9479,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,auto,accumulator,1721250217729,1721250224441,6712,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,auto,accumulator,1721250217729,1721250224776,7047,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zogi bananas look like?""",4,zogi,trial,trialsubmit,1721250217729,1721250226829,9100,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,auto,accumulator,1721250226834,1721250237379,10545,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,auto,accumulator,1721250226834,1721250237571,10737,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,"Giraffe: ""Whats the number zozo bananas look like?""",6,zozo,trial,trialsubmit,1721250226834,1721250241744,14910,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,auto,accumulator,1721250241747,1721250268761,27014,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,auto,accumulator,1721250241747,1721250268904,27157,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,auto,accumulator,1721250241747,1721250269045,27298,NA2,&,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,auto,accumulator,1721250241747,1721250269446,27699,NA2,&,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,auto,accumulator,1721250241747,1721250269631,27884,NA2,&,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,auto,accumulator,1721250241747,1721250269789,28042,NA2,&,,3,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-two bananas.,5,three-two,trial,trialsubmit,1721250241747,1721250270993,29246,NA2,&,,3,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-one bananas.,4,three-one,auto,accumulator,1721250270996,1721250275977,4981,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-one bananas.,4,three-one,auto,accumulator,1721250270996,1721250276243,5247,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-one bananas.,4,three-one,trial,trialsubmit,1721250270996,1721250276877,5881,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250276880,1721250289915,13035,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250276880,1721250290072,13192,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250276880,1721250290230,13350,NA2,&,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250276880,1721250290615,13735,NA2,&,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250276880,1721250290795,13915,NA2,&,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250276880,1721250290988,14108,NA2,&,,3,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,clicktrial,1721250276880,1721250439662,162782,NA2,&,,3,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250439665,1721250440871,1206,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,accumulator,1721250439665,1721250441235,1570,NA2,&,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Monkey number is... zozo bananas.,6,zozo,auto,clicktrial,1721250439665,1721250454008,14343,NA2,&,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250454009,1721250454685,676,NA2,&,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250454009,1721250454828,819,NA2,&,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250454009,1721250455002,993,NA2,&,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250454009,1721250455470,1461,NA2,&,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250454009,1721250455628,1619,NA2,&,,3,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,auto,accumulator,1721250454009,1721250455788,1779,NA2,&,,3,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,true,,,
Main,Another Giraffe number is... three-three bananas.,6,three-three,trial,trialsubmit,1721250454009,1721250485882,31873,NA2,&,,3,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,true,,,
