,PID,condition,kl,eventType,trial_ind,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,gi,zo,AND,bignumber,distracted,question,parent,prompt,other,eyes,comments,flagged
22,FL3,-,,auto,,accumulator,1724881791696,1724881799924,8228,GiveN,Can you put six fish on the plate?,6,six,2.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
23,FL3,-,,auto,,accumulator,1724881791696,1724881800179,8483,GiveN,Can you put six fish on the plate?,6,six,2.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,FL3,-,,auto,,accumulator,1724881791696,1724881802485,10789,GiveN,Can you put six fish on the plate?,6,six,3.0,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,FL3,-,,auto,,accumulator,1724881791696,1724881802754,11058,GiveN,Can you put six fish on the plate?,6,six,3.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,FL3,-,,auto,,accumulator,1724881791696,1724881803666,11970,GiveN,Can you put six fish on the plate?,6,six,4.0,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
27,FL3,-,,auto,,accumulator,1724881791696,1724881804058,12362,GiveN,Can you put six fish on the plate?,6,six,4.0,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
28,FL3,-,,auto,,accumulator,1724881791696,1724881806607,14911,GiveN,Can you put six fish on the plate?,6,six,5.0,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,FL3,-,,auto,,accumulator,1724881791696,1724881807258,15562,GiveN,Can you put six fish on the plate?,6,six,5.0,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,FL3,-,,trial,,trialsubmit,1724881791696,1724881813292,21596,GiveN,Can you put six fish on the plate?,6,six,6.0,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,FL3,-,,auto,,accumulator,1724881813296,1724881819933,6637,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,FL3,-,,auto,,accumulator,1724881813296,1724881820239,6943,GiveN,Can you put seven fish on the plate?,7,seven,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,FL3,-,,auto,,accumulator,1724881813296,1724881820609,7313,GiveN,Can you put seven fish on the plate?,7,seven,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
34,FL3,-,,auto,,accumulator,1724881813296,1724881820879,7583,GiveN,Can you put seven fish on the plate?,7,seven,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,FL3,-,,auto,,accumulator,1724881813296,1724881822077,8781,GiveN,Can you put seven fish on the plate?,7,seven,2.0,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,FL3,-,,auto,,accumulator,1724881813296,1724881822444,9148,GiveN,Can you put seven fish on the plate?,7,seven,2.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
37,FL3,-,,auto,,accumulator,1724881813296,1724881823227,9931,GiveN,Can you put seven fish on the plate?,7,seven,3.0,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,FL3,-,,auto,,accumulator,1724881813296,1724881823551,10255,GiveN,Can you put seven fish on the plate?,7,seven,3.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
39,FL3,-,,auto,,accumulator,1724881813296,1724881824309,11013,GiveN,Can you put seven fish on the plate?,7,seven,4.0,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
40,FL3,-,,auto,,accumulator,1724881813296,1724881824750,11454,GiveN,Can you put seven fish on the plate?,7,seven,4.0,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,FL3,-,,auto,,accumulator,1724881813296,1724881825430,12134,GiveN,Can you put seven fish on the plate?,7,seven,5.0,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
42,FL3,-,,auto,,accumulator,1724881813296,1724881825743,12447,GiveN,Can you put seven fish on the plate?,7,seven,5.0,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,FL3,-,,auto,,accumulator,1724881813296,1724881827093,13797,GiveN,Can you put seven fish on the plate?,7,seven,6.0,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,FL3,-,,auto,,accumulator,1724881813296,1724881827700,14404,GiveN,Can you put seven fish on the plate?,7,seven,6.0,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,FL3,-,,auto,,accumulator,1724881813296,1724881829303,16007,GiveN,Can you put seven fish on the plate?,7,seven,7.0,,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
46,FL3,-,,auto,,accumulator,1724881813296,1724881829739,16443,GiveN,Can you put seven fish on the plate?,7,seven,7.0,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
47,FL3,-,,toggle,,kidaction,1724881813296,1724881836913,23617,GiveN,Can you put seven fish on the plate?,7,seven,8.0,True,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
48,FL3,-,,auto,,undo,1724881813296,1724881837726,24430,GiveN,Can you put seven fish on the plate?,7,seven,8.0,True,,,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
49,FL3,-,,auto,,undo,1724881813296,1724881838509,25213,GiveN,Can you put seven fish on the plate?,7,seven,8.0,True,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
50,FL3,-,,toggle,,spontaneousCounting,1724881813296,1724881839517,26221,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,,,,,,,,,,,,,,,,,,,,,
51,FL3,-,,auto,,accumulator,1724881813296,1724881839843,26547,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,1.0,,,,,,,,,,,,,,,,,,,,
52,FL3,-,,auto,,accumulator,1724881813296,1724881840126,26830,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,2.0,,,,,,,,,,,,,,,,,,,,
53,FL3,-,,auto,,accumulator,1724881813296,1724881840354,27058,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,3.0,,,,,,,,,,,,,,,,,,,,
54,FL3,-,,auto,,accumulator,1724881813296,1724881840560,27264,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,4.0,,,,,,,,,,,,,,,,,,,,
55,FL3,-,,auto,,accumulator,1724881813296,1724881840813,27517,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,5.0,,,,,,,,,,,,,,,,,,,,
56,FL3,-,,auto,,accumulator,1724881813296,1724881841155,27859,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,6.0,,,,,,,,,,,,,,,,,,,,
57,FL3,-,,auto,,accumulator,1724881813296,1724881841547,28251,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,7.0,,,,,,,,,,,,,,,,,,,,
58,FL3,-,,auto,,accumulator,1724881813296,1724881841860,28564,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,8.0,,,,,,,,,,,,,,,,,,,,
59,FL3,-,,trial,,trialsubmit,1724881813296,1724881842818,29522,GiveN,Can you put seven fish on the plate?,7,seven,7.0,True,,,7.0,7.0,,,,True,8.0,,,,,,,,,,,,,,,,,,,,
60,FL3,-,,auto,,accumulator,1724881842822,1724881882570,39748,Train,Now its your turn to make... zo bananas?,3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,FL3,-,,auto,,accumulator,1724881842822,1724881882735,39913,Train,Now its your turn to make... zo bananas?,3,zo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,FL3,-,,auto,,accumulator,1724881842822,1724881882895,40073,Train,Now its your turn to make... zo bananas?,3,zo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,FL3,-,,auto,,accumulator,1724881842822,1724881883301,40479,Train,Now its your turn to make... zo bananas?,3,zo,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
64,FL3,-,,auto,,accumulator,1724881842822,1724881883508,40686,Train,Now its your turn to make... zo bananas?,3,zo,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,FL3,-,,auto,,accumulator,1724881842822,1724881883712,40890,Train,Now its your turn to make... zo bananas?,3,zo,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
66,FL3,-,,trial,,trialsubmit,1724881842822,1724881884280,41458,Train,Now its your turn to make... zo bananas?,3,zo,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,FL3,-,,auto,1.0,accumulator,1724881884282,1724881898965,14683,Train,Now its your turn to make... gi banana?,1,gi,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,FL3,-,,auto,1.0,accumulator,1724881884282,1724881899118,14836,Train,Now its your turn to make... gi banana?,1,gi,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
69,FL3,-,,trial,1.0,trialsubmit,1724881884282,1724881899627,15345,Train,Now its your turn to make... gi banana?,1,gi,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,FL3,-,,auto,2.0,accumulator,1724881899628,1724881913164,13536,Train,How fast can you make... zo bananas?,3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,FL3,-,,auto,2.0,accumulator,1724881899628,1724881913319,13691,Train,How fast can you make... zo bananas?,3,zo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,FL3,-,,auto,2.0,accumulator,1724881899628,1724881913467,13839,Train,How fast can you make... zo bananas?,3,zo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,FL3,-,,auto,2.0,accumulator,1724881899628,1724881913848,14220,Train,How fast can you make... zo bananas?,3,zo,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
74,FL3,-,,auto,2.0,accumulator,1724881899628,1724881914004,14376,Train,How fast can you make... zo bananas?,3,zo,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
75,FL3,-,,auto,2.0,accumulator,1724881899628,1724881914208,14580,Train,How fast can you make... zo bananas?,3,zo,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
76,FL3,-,,trial,2.0,trialsubmit,1724881899628,1724881914804,15176,Train,How fast can you make... zo bananas?,3,zo,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
77,FL3,-,,auto,3.0,accumulator,1724881914806,1724881919783,4977,Train,How fast can you make... gi banana?,1,gi,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,FL3,-,,auto,3.0,accumulator,1724881914806,1724881920084,5278,Train,How fast can you make... gi banana?,1,gi,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
79,FL3,-,,trial,3.0,trialsubmit,1724881914806,1724881923012,8206,Train,How fast can you make... gi banana?,1,gi,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
80,FL3,-,,auto,4.0,accumulator,1724881923014,1724881927468,4454,Train,How fast can you make... zo bananas?,3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,FL3,-,,auto,4.0,accumulator,1724881923014,1724881927603,4589,Train,How fast can you make... zo bananas?,3,zo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,FL3,-,,auto,4.0,accumulator,1724881923014,1724881927907,4893,Train,How fast can you make... zo bananas?,3,zo,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
83,FL3,-,,auto,4.0,accumulator,1724881923014,1724881928080,5066,Train,How fast can you make... zo bananas?,3,zo,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
84,FL3,-,,auto,4.0,accumulator,1724881923014,1724881929280,6266,Train,How fast can you make... zo bananas?,3,zo,2.0,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
85,FL3,-,,auto,4.0,accumulator,1724881923014,1724881929588,6574,Train,How fast can you make... zo bananas?,3,zo,2.0,,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
86,FL3,-,,trial,4.0,trialsubmit,1724881923014,1724881930847,7833,Train,How fast can you make... zo bananas?,3,zo,3.0,,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,FL3,-,,auto,5.0,accumulator,1724881930849,1724881932791,1942,Train,How fast can you make... gi banana?,1,gi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,FL3,-,,auto,5.0,accumulator,1724881930849,1724881933014,2165,Train,How fast can you make... gi banana?,1,gi,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
89,FL3,-,,trial,5.0,trialsubmit,1724881930849,1724881933331,2482,Train,How fast can you make... gi banana?,1,gi,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
90,FL3,-,,auto,6.0,accumulator,1724881933333,1724881940532,7199,Train,How fast can you make... zo bananas?,3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,FL3,-,,auto,6.0,accumulator,1724881933333,1724881940691,7358,Train,How fast can you make... zo bananas?,3,zo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,FL3,-,,auto,6.0,accumulator,1724881933333,1724881940845,7512,Train,How fast can you make... zo bananas?,3,zo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,FL3,-,,auto,6.0,accumulator,1724881933333,1724881941173,7840,Train,How fast can you make... zo bananas?,3,zo,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
94,FL3,-,,auto,6.0,accumulator,1724881933333,1724881941342,8009,Train,How fast can you make... zo bananas?,3,zo,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,FL3,-,,auto,6.0,accumulator,1724881933333,1724881941508,8175,Train,How fast can you make... zo bananas?,3,zo,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
96,FL3,-,,trial,6.0,trialsubmit,1724881933333,1724881941964,8631,Train,How fast can you make... zo bananas?,3,zo,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
97,FL3,-,,auto,7.0,accumulator,1724881941966,1724881943957,1991,Train,How fast can you make... gi banana?,1,gi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,FL3,-,,auto,7.0,accumulator,1724881941966,1724881944198,2232,Train,How fast can you make... gi banana?,1,gi,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
99,FL3,-,,trial,7.0,trialsubmit,1724881941966,1724881944686,2720,Train,How fast can you make... gi banana?,1,gi,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
100,FL3,-,,toggle,8.0,eyes,1724881944688,1724881984592,39904,Main,Another Monkey number is... zozo bananas.,6,zozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101,FL3,-,,auto,8.0,accumulator,1724881944688,1724882001013,56325,Main,Another Monkey number is... zozo bananas.,6,zozo,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
102,FL3,-,,auto,8.0,accumulator,1724881944688,1724882001326,56638,Main,Another Monkey number is... zozo bananas.,6,zozo,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
103,FL3,-,,auto,8.0,accumulator,1724881944688,1724882001577,56889,Main,Another Monkey number is... zozo bananas.,6,zozo,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
104,FL3,-,,auto,8.0,accumulator,1724881944688,1724882001752,57064,Main,Another Monkey number is... zozo bananas.,6,zozo,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,
105,FL3,-,,auto,8.0,accumulator,1724881944688,1724882001918,57230,Main,Another Monkey number is... zozo bananas.,6,zozo,2.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,
106,FL3,-,,auto,8.0,accumulator,1724881944688,1724882002047,57359,Main,Another Monkey number is... zozo bananas.,6,zozo,2.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,True,,
107,FL3,-,,active,8.0,save_button,1724881944688,1724882012588,67900,Main,Another Monkey number is... zozo bananas.,6,zozo,3.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,True,Kid looks nervous and is unsure ,
108,FL3,-,,trial,8.0,trialsubmit,1724881944688,1724882013485,68797,Main,Another Monkey number is... zozo bananas.,6,zozo,3.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
109,FL3,-,,auto,9.0,accumulator,1724882013489,1724882018490,5001,Main,How fast can you make... zo bananas?,3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,FL3,-,,auto,9.0,accumulator,1724882013489,1724882018648,5159,Main,How fast can you make... zo bananas?,3,zo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,FL3,-,,auto,9.0,accumulator,1724882013489,1724882018816,5327,Main,How fast can you make... zo bananas?,3,zo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,FL3,-,,auto,9.0,accumulator,1724882013489,1724882019169,5680,Main,How fast can you make... zo bananas?,3,zo,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
113,FL3,-,,auto,9.0,accumulator,1724882013489,1724882019333,5844,Main,How fast can you make... zo bananas?,3,zo,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
114,FL3,-,,auto,9.0,accumulator,1724882013489,1724882019484,5995,Main,How fast can you make... zo bananas?,3,zo,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
115,FL3,-,,trial,9.0,trialsubmit,1724882013489,1724882019951,6462,Main,How fast can you make... zo bananas?,3,zo,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
116,FL3,-,,auto,10.0,accumulator,1724882019953,1724882021760,1807,Main,How fast can you make... gi banana?,1,gi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,FL3,-,,auto,10.0,accumulator,1724882019953,1724882021941,1988,Main,How fast can you make... gi banana?,1,gi,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
118,FL3,-,,trial,10.0,trialsubmit,1724882019953,1724882022318,2365,Main,How fast can you make... gi banana?,1,gi,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
119,FL3,-,,auto,11.0,accumulator,1724882022320,1724882033002,10682,Main,Another Monkey number is... zogi bananas.,4,zogi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,FL3,-,,auto,11.0,accumulator,1724882022320,1724882033178,10858,Main,Another Monkey number is... zogi bananas.,4,zogi,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,FL3,-,,auto,11.0,accumulator,1724882022320,1724882033367,11047,Main,Another Monkey number is... zogi bananas.,4,zogi,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,FL3,-,,auto,11.0,accumulator,1724882022320,1724882033564,11244,Main,Another Monkey number is... zogi bananas.,4,zogi,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,FL3,-,,auto,11.0,accumulator,1724882022320,1724882034177,11857,Main,Another Monkey number is... zogi bananas.,4,zogi,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
124,FL3,-,,auto,11.0,accumulator,1724882022320,1724882034344,12024,Main,Another Monkey number is... zogi bananas.,4,zogi,1.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
125,FL3,-,,auto,11.0,accumulator,1724882022320,1724882034526,12206,Main,Another Monkey number is... zogi bananas.,4,zogi,2.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
126,FL3,-,,auto,11.0,accumulator,1724882022320,1724882034764,12444,Main,Another Monkey number is... zogi bananas.,4,zogi,3.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
127,FL3,-,,trial,11.0,trialsubmit,1724882022320,1724882035348,13028,Main,Another Monkey number is... zogi bananas.,4,zogi,4.0,,4.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
128,FL3,-,,auto,12.0,accumulator,1724882035350,1724882041395,6045,Main,How fast can you make... zo bananas?,3,zo,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,FL3,-,,auto,12.0,accumulator,1724882035350,1724882041558,6208,Main,How fast can you make... zo bananas?,3,zo,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,FL3,-,,auto,12.0,accumulator,1724882035350,1724882041717,6367,Main,How fast can you make... zo bananas?,3,zo,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,FL3,-,,auto,12.0,accumulator,1724882035350,1724882041974,6624,Main,How fast can you make... zo bananas?,3,zo,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
132,FL3,-,,auto,12.0,accumulator,1724882035350,1724882042139,6789,Main,How fast can you make... zo bananas?,3,zo,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,FL3,-,,auto,12.0,accumulator,1724882035350,1724882042296,6946,Main,How fast can you make... zo bananas?,3,zo,2.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,FL3,-,,trial,12.0,trialsubmit,1724882035350,1724882042720,7370,Main,How fast can you make... zo bananas?,3,zo,3.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,FL3,-,,auto,13.0,accumulator,1724882042721,1724882044931,2210,Main,How fast can you make... gi banana?,1,gi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,FL3,-,,auto,13.0,accumulator,1724882042721,1724882045100,2379,Main,How fast can you make... gi banana?,1,gi,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,FL3,-,,trial,13.0,trialsubmit,1724882042721,1724882045471,2750,Main,How fast can you make... gi banana?,1,gi,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,FL3,-,,auto,14.0,accumulator,1724882045473,1724882054880,9407,Main,Can you show me zogi bananas again?,4,zogi,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,FL3,-,,auto,14.0,accumulator,1724882045473,1724882055036,9563,Main,Can you show me zogi bananas again?,4,zogi,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,FL3,-,,auto,14.0,accumulator,1724882045473,1724882055212,9739,Main,Can you show me zogi bananas again?,4,zogi,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,FL3,-,,auto,14.0,accumulator,1724882045473,1724882055388,9915,Main,Can you show me zogi bananas again?,4,zogi,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
