PID,condition,kl,eventType,instrument,starttime,timestamp,duration,phase,request,target,targetWord,response,kidaction,grab,onebyone,count,group1,group2,group3,more,spontaneousCounting,right,logic,words,one,two,three,four,five,six,seven,eight,nine,ten,gi,zo,AND,bignumber,question,comments,flagged
FL1,&,,auto,accumulator,1721756001010,1721756019699,18689,GiveN,Can you put seven fish on the plate?,7,seven,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756001010,1721756027984,26974,GiveN,Can you put seven fish on the plate?,7,seven,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756001010,1721756043404,42394,GiveN,Can you put seven fish on the plate?,7,seven,,,,,9,1,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756001010,1721756043458,42448,GiveN,Can you put seven fish on the plate?,7,seven,1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756001010,1721756043592,42582,GiveN,Can you put seven fish on the plate?,7,seven,2,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756001010,1721756043706,42696,GiveN,Can you put seven fish on the plate?,7,seven,3,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756001010,1721756043845,42835,GiveN,Can you put seven fish on the plate?,7,seven,4,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756001010,1721756044026,43016,GiveN,Can you put seven fish on the plate?,7,seven,5,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756001010,1721756044453,43443,GiveN,Can you put seven fish on the plate?,7,seven,6,,,,9,7,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,trial,trialsubmit,1721756001010,1721756044934,43924,GiveN,Can you put seven fish on the plate?,7,seven,7,,,,9,7,,,,,,,,,,,,,,,,,,,,,,,Counted to 8,
FL1,&,,auto,accumulator,1721756044946,1721756086536,41590,Train,Now its your turn to make... zo bananas?,3,zo,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756044946,1721756087391,42445,Train,Now its your turn to make... zo bananas?,3,zo,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756044946,1721756087801,42855,Train,Now its your turn to make... zo bananas?,3,zo,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756044946,1721756088352,43406,Train,Now its your turn to make... zo bananas?,3,zo,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756044946,1721756088480,43534,Train,Now its your turn to make... zo bananas?,3,zo,1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756044946,1721756088636,43690,Train,Now its your turn to make... zo bananas?,3,zo,2,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756044946,1721756089307,44361,Train,Now its your turn to make... zo bananas?,3,zo,3,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756089311,1721756126503,37192,Train,Now its your turn to make... gi banana?,1,gi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756089311,1721756126887,37576,Train,Now its your turn to make... gi banana?,1,gi,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756089311,1721756127325,38014,Train,Now its your turn to make... gi banana?,1,gi,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756127328,1721756147541,20213,Train,How fast can you make... zo bananas?,3,zo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756127328,1721756147890,20562,Train,How fast can you make... zo bananas?,3,zo,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756127328,1721756148255,20927,Train,How fast can you make... zo bananas?,3,zo,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756148258,1721756162225,13967,Train,How fast can you make... gi banana?,1,gi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756148258,1721756162638,14380,Train,How fast can you make... gi banana?,1,gi,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756148258,1721756163073,14815,Train,How fast can you make... gi banana?,1,gi,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756163079,1721756185270,22191,Train,How fast can you make... zo bananas?,3,zo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756163079,1721756185400,22321,Train,How fast can you make... zo bananas?,3,zo,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756163079,1721756185611,22532,Train,How fast can you make... zo bananas?,3,zo,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756163079,1721756186089,23010,Train,How fast can you make... zo bananas?,3,zo,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756163079,1721756186216,23137,Train,How fast can you make... zo bananas?,3,zo,1,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756163079,1721756186358,23279,Train,How fast can you make... zo bananas?,3,zo,2,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756163079,1721756186772,23693,Train,How fast can you make... zo bananas?,3,zo,3,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756186776,1721756190793,4017,Train,How fast can you make... gi banana?,1,gi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756186776,1721756191290,4514,Train,How fast can you make... gi banana?,1,gi,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756186776,1721756195407,8631,Train,How fast can you make... gi banana?,1,gi,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756195411,1721756222409,26998,Train,How fast can you make... zo bananas?,3,zo,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756195411,1721756222519,27108,Train,How fast can you make... zo bananas?,3,zo,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756195411,1721756222908,27497,Train,How fast can you make... zo bananas?,3,zo,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756195411,1721756223016,27605,Train,How fast can you make... zo bananas?,3,zo,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756195411,1721756223296,27885,Train,How fast can you make... zo bananas?,3,zo,2,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756223300,1721756223874,574,Train,How fast can you make... gi banana?,1,gi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,auto,accumulator,1721756223300,1721756224072,772,Train,How fast can you make... gi banana?,1,gi,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
FL1,&,,trial,trialsubmit,1721756223300,1721756224341,1041,Train,How fast can you make... gi banana?,1,gi,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
