,id,age,ym,hc,kl,CP,kl_numeric,cd1,cd2,exp,trial,response,trialType,sectionTrial,expected,correct,suf,resp,response_trunc
2201,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,m1,14,m,1,2,False,,99,0
2202,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,m1,3,m,1,2,False,,3,3
2203,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,m1,8,m,1,2,False,,99,0
2204,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,m1,8,m,1,2,False,True,99,0
2205,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,m1,3,m,1,2,False,,3,3
2206,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,m1,2,m,1,2,True,,2,2
2207,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,m1,15,m,1,2,False,True,99,0
2208,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,m1,2,m,1,2,True,,2,2
2209,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,m1,8,m,1,2,False,,99,0
2210,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,m1,3,m,1,2,False,,3,3
2211,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,m1,1,m,1,2,False,True,1,1
2212,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,m1,2,m,1,2,True,,2,2
2213,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,m1,1,m,1,2,False,,1,1
2214,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,m1,4,m,1,2,False,,4,4
2215,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,m1,4,m,1,2,False,True,4,4
2216,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,m1,5,m,1,2,False,False,5,5
2217,SBDM11_231128,36.63333333,3;0,9,4,False,4,0,0,SL,m1,7,m,1,2,False,True,99,0
2218,SBGC04_231128,40.76666667,3;4,13,4,False,4,0,1,SL,m1,2,m,1,2,True,True,2,2
2219,SBSD13_231129,51.96666667,4;3,6,CP,True,,0,1,SL,m1,2,m,1,2,True,,2,2
2220,FLL01_231204,50.6,4;2,20,CP,True,,1,1,SL,m1,2,m,1,2,True,,2,2
2221,CCSZ05_240116,50.63333333,4;2,18,CP,True,,1,0,SL,m1,4,m,1,2,False,,4,4
2222,CCHH15_240117,35.63333333,2;11,2,2,False,2,1,1,SL,m1,2,m,1,2,True,True,2,2
2223,CCL02_240117,32.8,2;8,4,3,False,3,0,1,SL,m1,4,m,1,2,False,True,4,4
2224,CCAH14_240117,62.53333333,5;2,30,CP,True,,1,0,SL,m1,8,m,1,2,False,,99,0
2225,CCAA11_240117,49.83333333,4;1,19,CP,True,,0,0,SL,m1,4,m,1,2,False,,4,4
2226,CCIR04_240117,39.33333333,3;3,15,CP,True,,1,1,SL,m1,8,m,1,2,False,,99,0
2227,CHJ01_240129,63.53333333,5;3,89,CP,True,,0,1,SL,m1,2,m,1,2,True,,2,2
2228,CHRT03_240129,62.16666667,5;2,14,CP,True,,1,0,SL,m1,4,m,1,2,False,,4,4
2229,LHLF8_240325,37.13333333,3;1,,0,False,0,0,1,SH,m1,2,m,1,2,True,False,2,2
2230,LHS13_240325,47.26666667,3;11,,2,False,2,1,0,SH,m1,4,m,1,2,False,True,4,4
2231,LHM09_240325,35.36666667,2;11,,3,False,3,0,1,SH,m1,7,m,1,2,False,True,99,0
2232,LHW15_240325,39.0,3;3,,4,False,4,1,0,SH,m1,1,m,1,2,False,True,1,1
2233,TEL04_240327,37.96666667,3;1,,1,False,1,0,1,SH,m1,2,m,1,2,True,False,2,2
2234,TEMM02_240327,49.6,4;1,15,CP,True,,1,0,SH,m1,2,m,1,2,True,,2,2
2235,TEKJ05_240327,61.46666667,5;1,26,CP,True,,1,0,SH,m1,2,m,1,2,True,,2,2
2236,LHBT03_240328,47.43333333,3;11,4,3,False,3,1,1,SH,m1,2,m,1,2,True,True,2,2
2237,LHHMM07_240328,51.5,4;3,9,CP,True,,1,0,SH,m1,2,m,1,2,True,,2,2
2238,LHB17_240328,47.8,3;11,39,CP,True,,1,1,SH,m1,2,m,1,2,True,,2,2
2239,BFBM19_240402,52.8,4;4,8,2,False,2,1,0,SH,m1,2,m,1,2,True,True,2,2
2240,ACURF08_240405,47.23333333,3;11,2,1,False,1,1,1,SH,m1,2,m,1,2,True,False,2,2
2241,ACUHG14_240405,55.63333333,4;7,5,2,False,2,0,1,SH,m1,2,m,1,2,True,True,2,2
2242,ACUT19_240405,38.46666667,3;2,12,4,False,4,1,0,SH,m1,2,m,1,2,True,True,2,2
2243,ACUM37_240405,47.43333333,3;11,11,CP,True,,0,1,SH,m1,2,m,1,2,True,,2,2
2244,ACUJV12_240405,56.16666667,4;8,12,CP,True,,0,1,SH,m1,2,m,1,2,True,,2,2
2245,PDR18_240408,36.26666667,3;0,4,0,False,0,0,1,SH,m1,4,m,1,2,False,False,4,4
2246,PDCT09_240408,35.7,2;11,3,1,False,1,0,1,SH,m1,3,m,1,2,False,False,3,3
2247,PDNM28_240408,34.96666667,2;10,8,1,False,1,0,1,SH,m1,2,m,1,2,True,False,2,2
2248,PDIL11_240408,37.76666667,3;1,,2,False,2,0,1,SH,m1,3,m,1,2,False,True,3,3
2249,PDJ15_240408,47.6,3;11,,CP,True,,0,1,SH,m1,4,m,1,2,False,,4,4
2250,PDOW08_240408,46.33333333,3;10,20,CP,True,,0,1,SH,m1,2,m,1,2,True,,2,2
2251,ACOLL11_240409,43.16666667,3;7,4,2,False,2,1,1,SH,m1,8,m,1,2,False,True,99,0
2252,ACOJ10_240409,40.13333333,3;4,,3,False,3,0,1,SH,m1,2,m,1,2,True,True,2,2
2253,ACOOC14_240409,47.26666667,3;11,9,3,False,3,0,1,SH,m1,2,m,1,2,True,True,2,2
2254,ACOCH17_240409,47.26666667,3;11,12,3,False,3,0,1,SH,m1,2,m,1,2,True,True,2,2
2255,ACOBC08_240409,42.26666667,3;6,12,CP,True,,0,1,SH,m1,2,m,1,2,True,,2,2
2256,BFCS12_240410,44.76666667,3;8,16,3,False,3,1,1,SH,m1,3,m,1,2,False,True,3,3
2257,BFWT33_240410,51.8,4;3,10,CP,True,,1,0,SH,m1,2,m,1,2,True,,2,2
2258,GDTT10_240411,41.23333333,3;5,,1,False,1,1,0,SH,m1,5,m,1,2,False,False,5,5
2259,GDPW02_240411,34.73333333,2;10,,2,False,2,1,1,SH,m1,2,m,1,2,True,True,2,2
2260,GDRP07_240411,46.3,3;10,9,3,False,3,1,1,SH,m1,3,m,1,2,False,True,3,3
2261,GDSB08_240411,40.1,3;4,14,3,False,3,1,0,SH,m1,2,m,1,2,True,True,2,2
2262,GDFK12_240411,52.86666667,4;4,7,3,False,3,1,0,SH,m1,1,m,1,2,False,True,1,1
2263,GDMS11_240411,38.16666667,3;2,4,3,False,3,1,1,SH,m1,2,m,1,2,True,True,2,2
2264,GDHW03_240411,54.16666667,4;6,10,4,False,4,1,1,SH,m1,4,m,1,2,False,True,4,4
2265,GDL05_240411,43.23333333,3;7,12,CP,True,,0,1,SH,m1,2,m,1,2,True,,2,2
2266,ACOM13_240412,54.33333333,4;6,12,3,False,3,1,1,SH,m1,2,m,1,2,True,True,2,2
2267,ACOCG07_240412,49.36666667,4;1,14,CP,True,,1,0,SH,m1,1,m,1,2,False,,1,1
2268,BBL02_240722,36.76666667,3;0,10,3,False,3,1,0,SL,m1,1,m,1,2,False,True,1,1
2269,BBKH09_240722,31.5,2;7,,4,False,4,1,0,SL,m1,2,m,1,2,True,True,2,2
2270,BBOI05_240722,53.5,4;5,9,CP,True,,0,1,SL,m1,2,m,1,2,True,,2,2
2271,MOC2MB15_240729,58.03333333,4;10,,CP,True,,0,0,SL,m1,2,m,1,2,True,,2,2
2272,KAAA04_240826,57.63333333,4;9,,CP,True,,0,1,SL,m1,2,m,1,2,True,,2,2
2273,KAJC03_240826,48.46666667,4;0,,0,False,0,1,0,SL,m1,21,m,1,2,False,False,99,0
2274,PVBB01_241021,47.8,3;11,9,2,False,2,1,0,SH,m1,2,m,1,2,True,True,2,2
2275,FLLP01_20250107,57.6,4;9,29,CP,True,,1,1,SH,m1,2,m,1,2,True,,2,2
2276,FLLE02_20250107,55.16666667,4;7,20,CP,True,,1,0,SH,m1,4,m,1,2,False,,4,4
2277,FLLD03_20250107,42.56666667,3;6,14,CP,True,,0,0,SH,m1,1,m,1,2,False,,1,1
2278,FLLM04_20250107,47.1,3;11,11,2,False,2,1,0,SH,m1,2,m,1,2,True,True,2,2
2279,FLLJ05_20250107,49.36666667,4;1,17,CP,True,,0,0,SH,m1,2,m,1,2,True,,2,2
2280,ISEJ5_230320,31.33333333,2;7,9,2,False,2,0,0,SH,m2,2,m,2,4,False,False,2,2
2281,PDBR7_230321,46.53333333,3;10,13,2,False,2,1,1,SH,m2,2,m,2,4,False,False,2,2
2282,PDSN3_230321,36.4,3;0,5,3,False,3,0,0,SH,m2,2,m,2,4,False,False,2,2
2283,PDFB8_230321,45.93333333,3;9,29,CP,True,,0,0,SH,m2,4,m,2,4,True,,4,4
2284,PDKB12_230321,56.56666667,4;8,12,CP,True,,0,1,SH,m2,4,m,2,4,True,,4,4
2285,PDBN17_230321,52.8,4;4,28,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2286,PDAB2_230323,36.03333333,3;0,4,2,False,2,0,0,SH,m2,2,m,2,4,False,False,2,2
2287,PDC9_230323,42.46666667,3;6,10,4,False,4,0,0,SH,m2,2,m,2,4,False,True,2,2
2288,PDLO10_230323,50.63333333,4;2,11,CP,True,,0,1,SH,m2,4,m,2,4,True,,4,4
2289,PDA15_230323,55.33333333,4;7,12,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2290,ACUOS1_230324,39.16666667,3;3,4,2,False,2,0,0,SH,m2,2,m,2,4,False,False,2,2
2291,ACUJ13_230324,43.8,3;7,13,3,False,3,1,1,SH,m2,2,m,2,4,False,False,2,2
2292,ACUEJ5_230324,45.26666667,3;9,3,4,False,4,0,0,SH,m2,4,m,2,4,True,True,4,4
2293,ACUEW15_230324,46.36666667,3;10,17,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2294,ACUOY10_230324,53.8,4;5,49,CP,True,,0,1,SH,m2,4,m,2,4,True,,4,4
2295,ACOCW3_230328,57.16666667,4;9,10,CP,True,,0,0,UM,m2,4,m,2,4,True,,4,4
2296,ACOED15_230328,59.13333333,4;11,59,CP,True,,1,1,UM,m2,2,m,2,4,False,,2,2
2297,FCRK14_230330,49.4,4;1,10,3,False,3,0,0,UM,m2,4,m,2,4,True,False,4,4
2298,GDNW2_230331,36.73333333,3;0,,2,False,2,1,1,UM,m2,3,m,2,4,False,False,3,3
2299,UCVL4_230530,65.7,5;5,25,CP,True,,1,1,SH,m2,4,m,2,4,True,,4,4
2300,FLML01_230713,48.23,4;0,10,2,False,2,0,0,LZ,m2,8,m,2,4,False,False,99,0
2301,FLMM02_230713,42.26,3;6,13,3,False,3,0,0,LZ,m2,2,m,2,4,False,False,2,2
2302,FLE03_230713,67.33,5;7,100,CP,True,,0,0,LZ,m2,8,m,2,4,False,,99,0
2303,FLD01_230720,31.3,2;7,9,2,False,2,0,0,LZ,m2,4,m,2,4,True,False,4,4
2304,FLEB01_230722,69.06,5;9,26,CP,True,,1,1,LZ,m2,2,m,2,4,False,,2,2
2305,FLHM02_230722,83.2,6;11,40,CP,True,,0,0,LZ,m2,4,m,2,4,True,,4,4
2306,FLEK03_230722,60.1,5;0,29,CP,True,,1,1,LZ,m2,2,m,2,4,False,,2,2
2307,ADR08_230724,44.8,3;8,12,3,False,3,0,1,LZ,m2,2,m,2,4,False,False,2,2
2308,ADL06_230724,45.03333333,3;9,12,3,False,3,1,0,LZ,m2,2,m,2,4,False,False,2,2
2309,ADM05_230724,49.43333333,4;1,12,CP,True,,0,0,LZ,m2,2,m,2,4,False,,2,2
2310,ADE02_230724,69.43333333,5;9,18,CP,True,,0,0,LZ,m2,2,m,2,4,False,,2,2
2311,ADA03_230724,64.5,5;4,21,CP,True,,1,1,LZ,m2,4,m,2,4,True,,4,4
2312,FLBR01_230803,63.86,5;3,43,CP,True,,0,0,LZ,m2,4,m,2,4,True,,4,4
2313,FLGK02_230803,66.66,5;6,29,CP,True,,1,1,LZ,m2,4,m,2,4,True,,4,4
2314,FLB01_230831,43.83333333,3;7,6,3,False,3,0,0,SL,m2,2,m,2,4,False,False,2,2
2315,FLZK01_230902,24.16666667,2;0,1,2,False,2,1,1,LZ,m2,4,m,2,4,True,False,4,4
2316,FLMC02_230902,52.13333333,4;4,14,4,False,4,0,0,LZ,m2,2,m,2,4,False,True,2,2
2317,FLR03_230902,83.76666667,6;11,100,CP,True,,1,1,LZ,m2,4,m,2,4,True,,4,4
2318,FLE04_230902,56.73333333,4;8,29,CP,True,,0,0,LZ,m2,2,m,2,4,False,,2,2
2319,FLA06_231003,56.46666667,4;8,7,3,False,3,1,0,SL,m2,2,m,2,4,False,False,2,2
2320,FLE03_231003,37.96666667,3;1,11,6,True,,1,0,SL,m2,2,m,2,4,False,,2,2
2321,FLA04_231003,40.5,3;4,12,CP,True,,0,1,SL,m2,4,m,2,4,True,,4,4
2322,FLJ05_231003,65.7,5;5,100,CP,True,,1,1,SL,m2,6,m,2,4,False,,6,6
2323,FLV07_231003,67.36666667,5;7,20,CP,True,,1,1,SL,m2,8,m,2,4,False,,99,0
2324,FLH04_231005,46.06666667,3;10,7,2,False,2,0,1,SL,m2,8,m,2,4,False,False,99,0
2325,FLG01_231005,65.56666667,5;5,20,CP,True,,1,1,SL,m2,4,m,2,4,True,,4,4
2326,FLJ02_231005,70.16666667,5;10,30,CP,True,,0,0,SL,m2,2,m,2,4,False,,2,2
2327,FLCP01_231011,44.06666667,3;8,8,2,False,2,0,0,SL,m2,10,m,2,4,False,False,99,0
2328,FLAD01_231018,65.03333333,5;5,100,CP,True,,1,1,SL,m2,4,m,2,4,True,,4,4
2329,FLF01_231023,63.06666667,5;3,12,6,True,,0,1,SL,m2,16,m,2,4,False,,99,0
2330,FLE01_231024,74.46666667,6;2,100,CP,True,,1,0,SL,m2,4,m,2,4,True,,4,4
2331,FLK01_231108,33.4,2;9,6,2,False,2,0,0,SL,m2,19,m,2,4,False,False,99,0
2332,FLM04_231108,58.36666667,4;10,10,CP,True,,1,0,SL,m2,4,m,2,4,True,,4,4
2333,FLL01_231120,53.43333333,4;5,39,CP,True,,0,0,SL,m2,2,m,2,4,False,,2,2
2334,FlL02_231120,71.43,5;11,15,CP,True,,0,0,SL,m2,8,m,2,4,False,,99,0
2335,SBCP06_231127,37.6,3;1,13,3,False,3,1,1,SL,m2,22,m,2,4,False,False,99,0
2336,SBR08_231128,38.8,3;2,5,1,False,1,1,0,SL,m2,2,m,2,4,False,False,2,2
2337,SBDM11_231128,36.63333333,3;0,9,4,False,4,0,0,SL,m2,4,m,2,4,True,True,4,4
2338,SBGC04_231128,40.76666667,3;4,13,4,False,4,0,1,SL,m2,2,m,2,4,False,True,2,2
2339,SBSD13_231129,51.96666667,4;3,6,CP,True,,0,1,SL,m2,2,m,2,4,False,,2,2
2340,FLL01_231204,50.6,4;2,20,CP,True,,1,1,SL,m2,2,m,2,4,False,,2,2
2341,CCSZ05_240116,50.63333333,4;2,18,CP,True,,1,0,SL,m2,8,m,2,4,False,,99,0
2342,CCHH15_240117,35.63333333,2;11,2,2,False,2,1,1,SL,m2,2,m,2,4,False,False,2,2
2343,CCL02_240117,32.8,2;8,4,3,False,3,0,1,SL,m2,2,m,2,4,False,False,2,2
2344,CCAH14_240117,62.53333333,5;2,30,CP,True,,1,0,SL,m2,8,m,2,4,False,,99,0
2345,CCAA11_240117,49.83333333,4;1,19,CP,True,,0,0,SL,m2,4,m,2,4,True,,4,4
2346,CCIR04_240117,39.33333333,3;3,15,CP,True,,1,1,SL,m2,8,m,2,4,False,,99,0
2347,CHJ01_240129,63.53333333,5;3,89,CP,True,,0,1,SL,m2,2,m,2,4,False,,2,2
2348,CHRT03_240129,62.16666667,5;2,14,CP,True,,1,0,SL,m2,8,m,2,4,False,,99,0
2349,LHLF8_240325,37.13333333,3;1,,0,False,0,0,1,SH,m2,4,m,2,4,True,False,4,4
2350,LHS13_240325,47.26666667,3;11,,2,False,2,1,0,SH,m2,12,m,2,4,False,False,99,0
2351,LHM09_240325,35.36666667,2;11,,3,False,3,0,1,SH,m2,7,m,2,4,False,False,99,0
2352,LHW15_240325,39.0,3;3,,4,False,4,1,0,SH,m2,2,m,2,4,False,True,2,2
2353,TEL04_240327,37.96666667,3;1,,1,False,1,0,1,SH,m2,2,m,2,4,False,False,2,2
2354,TEMM02_240327,49.6,4;1,15,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2355,TEKJ05_240327,61.46666667,5;1,26,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2356,LHBT03_240328,47.43333333,3;11,4,3,False,3,1,1,SH,m2,4,m,2,4,True,False,4,4
2357,LHHMM07_240328,51.5,4;3,9,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2358,LHB17_240328,47.8,3;11,39,CP,True,,1,1,SH,m2,4,m,2,4,True,,4,4
2359,BFBM19_240402,52.8,4;4,8,2,False,2,1,0,SH,m2,2,m,2,4,False,False,2,2
2360,ACURF08_240405,47.23333333,3;11,2,1,False,1,1,1,SH,m2,2,m,2,4,False,False,2,2
2361,ACUHG14_240405,55.63333333,4;7,5,2,False,2,0,1,SH,m2,2,m,2,4,False,False,2,2
2362,ACUT19_240405,38.46666667,3;2,12,4,False,4,1,0,SH,m2,4,m,2,4,True,True,4,4
2363,ACUM37_240405,47.43333333,3;11,11,CP,True,,0,1,SH,m2,4,m,2,4,True,,4,4
2364,ACUJV12_240405,56.16666667,4;8,12,CP,True,,0,1,SH,m2,4,m,2,4,True,,4,4
2365,PDR18_240408,36.26666667,3;0,4,0,False,0,0,1,SH,m2,9,m,2,4,False,False,99,0
2366,PDCT09_240408,35.7,2;11,3,1,False,1,0,1,SH,m2,5,m,2,4,False,False,5,5
2367,PDNM28_240408,34.96666667,2;10,8,1,False,1,0,1,SH,m2,5,m,2,4,False,False,5,5
2368,PDIL11_240408,37.76666667,3;1,,2,False,2,0,1,SH,m2,8,m,2,4,False,False,99,0
2369,PDJ15_240408,47.6,3;11,,CP,True,,0,1,SH,m2,4,m,2,4,True,,4,4
2370,PDOW08_240408,46.33333333,3;10,20,CP,True,,0,1,SH,m2,2,m,2,4,False,,2,2
2371,ACOLL11_240409,43.16666667,3;7,4,2,False,2,1,1,SH,m2,8,m,2,4,False,False,99,0
2372,ACOJ10_240409,40.13333333,3;4,,3,False,3,0,1,SH,m2,2,m,2,4,False,False,2,2
2373,ACOOC14_240409,47.26666667,3;11,9,3,False,3,0,1,SH,m2,2,m,2,4,False,False,2,2
2374,ACOCH17_240409,47.26666667,3;11,12,3,False,3,0,1,SH,m2,3,m,2,4,False,False,3,3
2375,ACOBC08_240409,42.26666667,3;6,12,CP,True,,0,1,SH,m2,2,m,2,4,False,,2,2
2376,BFCS12_240410,44.76666667,3;8,16,3,False,3,1,1,SH,m2,2,m,2,4,False,False,2,2
2377,BFWT33_240410,51.8,4;3,10,CP,True,,1,0,SH,m2,4,m,2,4,True,,4,4
2378,GDTT10_240411,41.23333333,3;5,,1,False,1,1,0,SH,m2,1,m,2,4,False,False,1,1
2379,GDPW02_240411,34.73333333,2;10,,2,False,2,1,1,SH,m2,2,m,2,4,False,False,2,2
2380,GDRP07_240411,46.3,3;10,9,3,False,3,1,1,SH,m2,2,m,2,4,False,False,2,2
2381,GDSB08_240411,40.1,3;4,14,3,False,3,1,0,SH,m2,2,m,2,4,False,False,2,2
2382,GDFK12_240411,52.86666667,4;4,7,3,False,3,1,0,SH,m2,2,m,2,4,False,False,2,2
2383,GDMS11_240411,38.16666667,3;2,4,3,False,3,1,1,SH,m2,2,m,2,4,False,False,2,2
2384,GDHW03_240411,54.16666667,4;6,10,4,False,4,1,1,SH,m2,3,m,2,4,False,True,3,3
2385,GDL05_240411,43.23333333,3;7,12,CP,True,,0,1,SH,m2,2,m,2,4,False,,2,2
2386,ACOM13_240412,54.33333333,4;6,12,3,False,3,1,1,SH,m2,2,m,2,4,False,False,2,2
2387,ACOCG07_240412,49.36666667,4;1,14,CP,True,,1,0,SH,m2,2,m,2,4,False,,2,2
2388,BBL02_240722,36.76666667,3;0,10,3,False,3,1,0,SL,m2,2,m,2,4,False,False,2,2
2389,BBKH09_240722,31.5,2;7,,4,False,4,1,0,SL,m2,2,m,2,4,False,True,2,2
2390,BBOI05_240722,53.5,4;5,9,CP,True,,0,1,SL,m2,2,m,2,4,False,,2,2
2391,MOC2MB15_240729,58.03333333,4;10,,CP,True,,0,0,SL,m2,2,m,2,4,False,,2,2
2392,KAAA04_240826,57.63333333,4;9,,CP,True,,0,1,SL,m2,4,m,2,4,True,,4,4
2393,KAJC03_240826,48.46666667,4;0,,0,False,0,1,0,SL,m2,21,m,2,4,False,False,99,0
2394,PVBB01_241021,47.8,3;11,9,2,False,2,1,0,SH,m2,2,m,2,4,False,False,2,2
2395,FLLP01_20250107,57.6,4;9,29,CP,True,,1,1,SH,m2,2,m,2,4,False,,2,2
2396,FLLE02_20250107,55.16666667,4;7,20,CP,True,,1,0,SH,m2,8,m,2,4,False,,99,0
2397,FLLD03_20250107,42.56666667,3;6,14,CP,True,,0,0,SH,m2,2,m,2,4,False,,2,2
2398,FLLM04_20250107,47.1,3;11,11,2,False,2,1,0,SH,m2,2,m,2,4,False,False,2,2
2399,FLLJ05_20250107,49.36666667,4;1,17,CP,True,,0,0,SH,m2,4,m,2,4,True,,4,4
2400,ISEJ5_230320,31.33333333,2;7,9,2,False,2,0,0,SH,m3,2,m,3,2,True,True,2,2
2401,PDBR7_230321,46.53333333,3;10,13,2,False,2,1,1,SH,m3,2,m,3,2,True,True,2,2
2402,PDSN3_230321,36.4,3;0,5,3,False,3,0,0,SH,m3,2,m,3,2,True,True,2,2
2403,PDFB8_230321,45.93333333,3;9,29,CP,True,,0,0,SH,m3,1,m,3,2,False,,1,1
2404,PDKB12_230321,56.56666667,4;8,12,CP,True,,0,1,SH,m3,2,m,3,2,True,,2,2
2405,PDBN17_230321,52.8,4;4,28,CP,True,,1,0,SH,m3,2,m,3,2,True,,2,2
2406,PDAB2_230323,36.03333333,3;0,4,2,False,2,0,0,SH,m3,2,m,3,2,True,True,2,2
2407,PDC9_230323,42.46666667,3;6,10,4,False,4,0,0,SH,m3,2,m,3,2,True,True,2,2
2408,PDLO10_230323,50.63333333,4;2,11,CP,True,,0,1,SH,m3,2,m,3,2,True,,2,2
2409,PDA15_230323,55.33333333,4;7,12,CP,True,,1,0,SH,m3,2,m,3,2,True,,2,2
2410,ACUOS1_230324,39.16666667,3;3,4,2,False,2,0,0,SH,m3,2,m,3,2,True,True,2,2
2411,ACUJ13_230324,43.8,3;7,13,3,False,3,1,1,SH,m3,2,m,3,2,True,True,2,2
